FID,id,geom,oid,sr_no,girth_cm,height_m,canopy_dia_m,condition,other_remarks,ownership,society_name,road_name,northing,easting,balanced,remarks,special_collar,ward_name,botanical_name,saar_uid,common_name,local_name,economic_i,phenology,flowering,ward,is_rare
trees_display.fid--1672c0a_16c6758e284_-dec,18038817,POINT (73.80685675900006 18.481787897000057),,,50,6,3,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.4817879,73.80685676,TRUE,Mechanically cut,Collar,30,Polyalthia longifolia var.pendula,4021422,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-deb,18038818,POINT (73.82963977800007 18.562533941000034),,,22,5,4,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56253394,73.82963978,TRUE,Mechanically cut,N/A,7,Mangifera indica Linn.,4021423,Mango,Amba,Fruit,Seasonal,January-March,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-dea,18038819,POINT (73.80688190500007 18.481799662000075),,,80,9,4,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48179966,73.8068819,TRUE,Mechanically cut,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021424,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-de9,18038820,POINT (73.80690671500005 18.481806022000036),,,90,9,5,Average,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48180602,73.80690671,TRUE,Mechanically cut,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021425,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-de8,18038821,POINT (73.80699925100002 18.48170267700003),,,100,9,5,Average,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48170268,73.80699925,TRUE,Mechanically cut,Collar,30,Ficus racemosa L.,4021426,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-de7,18038822,POINT (73.80694259000008 18.481813335000012),,,87,9,4,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48181333,73.80694259,TRUE,Mechanically cut,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021428,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-de6,18038823,POINT (73.80691744400008 18.481841636000073),,,98,8,5,Healthy,,Private,Aaudumbar Banglo Dangat Patil Industrial  Warje,Karve Road,18.48184164,73.80691744,TRUE,Mechanically cut,Collar,30,Polyalthia longifolia (sonnerat) Thwaites,4021427,Ashoka,Ashoka,Ornamental,Seasonal,April-June,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-de5,18038824,POINT (73.80665961700001 18.48193353300008),,,60,7,5,Healthy,,Private,Anna Chowk  Warje,Karve Road,18.48193353,73.80665962,TRUE,Mechanically cut,N/A,30,Alstonia scholaris (Linn.)R.Br.,4021429,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-de4,18038825,POINT (73.82966190600007 18.562518050000033),,,75,6,5,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha Near Hdfc Bank  Ambedkar Chowk,Aundh Road Bopodi,18.56251805,73.82966191,TRUE,Mechanically cut,N/A,7,Azadirachta indica Juss.,4021430,Neem,Neem,Medicinal,Seasonal,March-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-de3,18038826,POINT (73.80662642400009 18.481928446000033),,,8,3,3,Healthy,,Private,Anna Chowk  Warje,Karve Road,18.48192845,73.80662642,TRUE,NA,Collar,30,Vitex nigundo L.,4021431,Chaste Tree,Nirguni,Medicinal,Seasonal,August-January,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-de2,18038827,POINT (73.80659524400008 18.48192367600007),,,20,4,3,Healthy,,Private,Anna Chowk  Warje,Karve Road,18.48192368,73.80659524,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021432,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-de1,18038828,POINT (73.80649466100004 18.481922404000034),,,90,9,4,Healthy,,Private,Anna Chowk  Warje,Karve Road,18.4819224,73.80649466,TRUE,Mechanically cut,N/A,30,Alstonia scholaris (Linn.)R.Br.,4021434,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-de0,18038829,POINT (73.80657110400006 18.481919860000055),,,15,4,3,Healthy,,Private,Anna Chowk  Warje,Karve Road,18.48191986,73.8065711,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021433,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-ddf,18038830,POINT (73.80629617700006 18.48188742600006),,,70,7,4,Healthy,,Private,Anna Chowk  Warje,Karve Road,18.48188743,73.80629618,TRUE,Mechanically cut,N/A,30,Alstonia scholaris (Linn.)R.Br.,4021436,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dde,18038831,POINT (73.80646448600005 18.481917316000022),,,20,4,3,Healthy,,Private,Anna Chowk  Warje,Karve Road,18.48191732,73.80646449,TRUE,Mechanically cut,N/A,30,Annona squamosa Linn.,4021435,Custard Apple,Sitaphal,Fruit,Seasonal,July-August,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-ddd,18038832,POINT (73.80621269300009 18.481889333000012),,,120,8,6,Healthy,,Private,Anna Chowk  Warje,Karve Road,18.48188933,73.80621269,TRUE,Mechanically cut,N/A,30,Alstonia scholaris (Linn.)R.Br.,4021437,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-ddc,18038833,POINT (73.82968369900006 18.562516143000042),,,80,6,5,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha Near Apollo Diagnostics Ambedkar Chowk,Aundh Road Bopodi,18.56251614,73.8296837,TRUE,Mechanically cut,N/A,7,Parkia biglandulosa Wt. & Arn.,4021438,Badminton Ball Tree,Chenduphal,Medicinal,Seasonal,December-March,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-ddb,18038834,POINT (73.80618050700006 18.481884564000044),,,80,8,6,Healthy,,Private,Anna Chowk  Warje,Karve Road,18.48188456,73.80618051,TRUE,Mechanically cut,N/A,30,Alstonia scholaris (Linn.)R.Br.,4021439,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dda,18038835,POINT (73.80611009900011 18.48186898300002),,,90,9,5,Healthy,,Private,Shivganga Society Warje,Karve Road,18.48186898,73.8061101,TRUE,Mechanically cut,N/A,30,Ficus religiosa Linn.,4021440,Pipal,Pimpal,Medicinal,Seasonal,April-August,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd9,18038836,POINT (73.80602158600006 18.48185181100006),,,68,7,5,Healthy,,Private,Shivganga Society Warje,Canal  Road,18.48185181,73.80602159,TRUE,Mechanically cut,N/A,30,Swietenia macrophylla King.,4021442,Bigleaf Mahogani,Mothi Mahogani,Timber wood,Seasonal,March-April,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd8,18038837,POINT (73.80597900600004 18.481835276000012),,,98,8,5,Healthy,,Private,Shivganga Society Warje,Canal  Road,18.48183528,73.80597901,TRUE,Mechanically cut,N/A,30,Swietenia macrophylla King.,4021443,Bigleaf Mahogani,Mothi Mahogani,Timber wood,Seasonal,March-April,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd7,18038838,POINT (73.80594145500002 18.481816197000047),,,70,7,4,Healthy,,Private,Shivganga Society Warje,Canal  Road,18.4818162,73.80594145,TRUE,Mechanically cut,N/A,30,Swietenia macrophylla King.,4021444,Bigleaf Mahogani,Mothi Mahogani,Timber wood,Seasonal,March-April,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd6,18038839,POINT (73.80589015800005 18.481816197000047),,,12,4,3,Healthy,,Private,Shivganga Society Warje,Canal  Road,18.4818162,73.80589016,TRUE,NA,Collar,30,Alstonia scholaris (Linn.)R.Br.,4021445,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd5,18038840,POINT (73.80571212600007 18.481847678000047),,,80,7,5,Healthy,,Private,Shivganga Society Warje,Canal  Road,18.48184768,73.80571213,TRUE,Mechanically cut,N/A,30,Annona reticulata Linn.,4021446,Bull's Heart,Ramphal,Fruit,Seasonal,August-October,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd4,18038841,POINT (73.8297044860001 18.56251360000004),,,80,6,5,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha Near Apollo Diagnostics Ambedkar Chowk,Aundh Road Bopodi,18.5625136,73.82970449,TRUE,Mechanically cut,N/A,7,Putranjiva roxburghii Wall.,4021447,Lucky Bean Tree,Putranjiva,Medicinal,Seasonal,March-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd3,18038842,POINT (73.80567759300004 18.481880112000038),,,60,7,5,Average,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.48188011,73.80567759,FALSE,Mechanically cut,N/A,30,Tecoma alata DC.,4021448,Orange Bell,Orange Bell,Ornamental,Seasonal,September-October,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd2,18038843,POINT (73.80565244700009 18.481896329000048),,,70,6,4,Healthy,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.48189633,73.80565245,FALSE,Mechanically cut,N/A,30,Tecoma alata DC.,4021449,Orange Bell,Orange Bell,Ornamental,Seasonal,September-October,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd1,18038844,POINT (73.80559511500006 18.481925584000066),,,50,6,4,Healthy,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.48192558,73.80559512,TRUE,Mechanically cut,N/A,30,Mangifera indica Linn.,4021451,Mango,Amba,Fruit,Seasonal,January-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dd0,18038845,POINT (73.80560249100009 18.482001900000053),,,80,15,6,Healthy,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.4820019,73.80560249,TRUE,NA,N/A,30,Cocos nucifera Linn.,4021450,Coconut,Naral,Fruit,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dcf,18038846,POINT (73.80553845300004 18.481991406000063),,,68,4,4,Healthy,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.48199141,73.80553845,FALSE,NA,N/A,30,Cocos nucifera Linn.,4021453,Coconut,Naral,Fruit,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dce,18038847,POINT (73.82971454400007 18.562669974000062),,,80,6,5,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56266997,73.82971454,TRUE,Mechanically cut,N/A,7,Senna siamea (Lam.) Irwin & Barneby,4021452,Siamese Cassia,Kashid,Ornamental,Seasonal,August-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-dcd,18038848,POINT (73.80548950300003 18.482061999000052),,,90,8,6,Healthy,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.482062,73.8054895,TRUE,Mechanically cut,N/A,30,Holoptelia integrifolia (Roxb.) Planch,4021454,Indian Elm,Vavla,Timber wood,Seasonal,December-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dcc,18038849,POINT (73.80547441500005 18.482076944000017),,,23,4,3,Healthy,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.48207694,73.80547442,TRUE,Mechanically cut,N/A,30,Plumeria alba Linn.,4021455,Safed Chapha,Chapha (A),Ornamental,Seasonal,March-September,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dcb,18038850,POINT (73.82987111800001 18.562411893000032),,,42,6,5,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56241189,73.82987112,TRUE,Mechanically cut,N/A,7,Ficus racemosa L.,4021456,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-dca,18038851,POINT (73.80547005700001 18.482094751000034),,,40,4,3,Healthy,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.48209475,73.80547006,FALSE,Mechanically cut,N/A,30,Plumeria alba Linn.,4021457,Safed Chapha,Chapha (A),Ornamental,Seasonal,March-September,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc9,18038852,POINT (73.80548480900009 18.48209824900005),,,70,7,5,Healthy,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.48209825,73.80548481,TRUE,Mechanically cut,N/A,30,Syzygium cumini (Linn.)Skeels.,4021458,Jamun,Jamun,Fruit,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc8,18038853,POINT (73.82996868300006 18.56243191700003),,,75,5,4,Healthy,,On Foot Path,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56243192,73.82996868,TRUE,Mechanically cut,N/A,7,Senna siamea (Lam.) Irwin & Barneby,4021459,Siamese Cassia,Kashid,Ornamental,Seasonal,August-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc7,18038854,POINT (73.80552202500007 18.48208330400005),,,60,7,6,Healthy,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.4820833,73.80552203,TRUE,Mechanically cut,N/A,30,Mangifera indica Linn.,4021460,Mango,Amba,Fruit,Seasonal,January-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc6,18038855,POINT (73.80557131000008 18.482051505000065),,,54,6,4,Average,,Private,Chiranand Pratithan Datta Mandir Warje,Canal  Road,18.48205151,73.80557131,TRUE,Mechanically cut,N/A,30,Morus alba Linn.,4021462,Mulberry,Tuti,Fruit,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc5,18038856,POINT (73.83006323100008 18.562446219000037),,,80,6,5,Healthy,,On Road,Near Ganga Sahkari Gruharachna Sanstha  Ambedkar Chowk,Aundh Road Bopodi,18.56244622,73.83006323,TRUE,Mechanically cut,N/A,7,Syzygium cumini (Linn.)Skeels.,4021461,Jamun,Jamun,Fruit,Seasonal,March-May,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc4,18038857,POINT (73.80570005600003 18.48205341300007),,,12,4,3,Healthy,,Private,Sagar Nivas  Warje,Canal  Road,18.48205341,73.80570006,FALSE,NA,Collar,30,Mangifera indica Linn.,4021463,Mango,Amba,Fruit,Seasonal,January-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc3,18038858,POINT (73.80572352600008 18.482067086000036),,,18,5,4,Healthy,,Private,Sagar Nivas  Warje,Canal  Road,18.48206709,73.80572353,TRUE,NA,Collar,30,Araucaria columnaris (G.Forst.) Hook.,4021464,X-Mas Tree,X-Mas Tree,Ornamental,NA,NA,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc2,18038859,POINT (73.83018996600005 18.562160168000034),,,120,7,6,Healthy,,On Road,Near  Ambedkar Chowk,Aundh Road Bopodi,18.56216017,73.83018997,TRUE,Mechanically cut,N/A,7,Albizia saman (Jacq.) Merr.,4021466,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc1,18038860,POINT (73.8058723880001 18.482104290000045),,,50,6,4,Average,,Private,Sagar Nivas  Warje,Canal  Road,18.48210429,73.80587239,TRUE,Mechanically cut,Collar,30,Mangifera indica Linn.,4021467,Mango,Amba,Fruit,Seasonal,January-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dc0,18038861,POINT (73.83015275000007 18.56202636000005),,,120,6,5,Healthy,,On Road,Near  Ambedkar Chowk,Aundh Road Bopodi,18.56202636,73.83015275,TRUE,Mechanically cut,N/A,7,Albizia saman (Jacq.) Merr.,4021469,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-dbf,18038862,POINT (73.80561254900007 18.482248655000028),,,98,15,6,Healthy,,Private,Shreedhar Nivas  Warje,Canal  Road,18.48224865,73.80561255,TRUE,NA,Collar,30,Cocos nucifera Linn.,4021470,Coconut,Naral,Fruit,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dbe,18038863,POINT (73.80556460500003 18.482223534000074),,,45,7,4,Healthy,,Private,Shreedhar Nivas  Warje,Canal  Road,18.48222353,73.80556461,TRUE,Mechanically cut,Collar,30,Mangifera indica Linn.,4021471,Mango,Amba,Fruit,Seasonal,January-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dbd,18038864,POINT (73.80558338000006 18.48217965300005),,,80,8,6,Healthy,,Private,Shreedhar Nivas  Warje,Canal  Road,18.48217965,73.80558338,TRUE,NA,Collar,30,Cocos nucifera Linn.,4021472,Coconut,Naral,Fruit,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dbc,18038865,POINT (73.80539562600005 18.482219400000073),,,35,6,4,Healthy,,Private,Suraj Nivas  Warje,Canal  Road,18.4822194,73.80539563,TRUE,Mechanically cut,Collar,30,Terminalia catappa Linn.,4021475,Indian Almond,Deshi Badam,Fruit,Seasonal,April-October,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dbb,18038866,POINT (73.80546268100008 18.482147536000063),,,60,7,5,Healthy,,Private,Shreedhar Nivas  Warje,Canal  Road,18.48214754,73.80546268,TRUE,Mechanically cut,N/A,30,Phyllanthus emblica Linn.,4021473,Amla,Amla,Medicinal,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dba,18038867,POINT (73.80540970700008 18.48221653900002),,,40,7,3,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48221654,73.80540971,TRUE,Mechanically cut,Collar,30,Polyalthia longifolia var.pendula,4021476,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-db9,18038868,POINT (73.80537048000005 18.482209543000046),,,70,8,6,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48220954,73.80537048,TRUE,Mechanically cut,Collar,30,Syzygium cumini (Linn.)Skeels.,4021477,Jamun,Jamun,Fruit,Seasonal,March-May,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-db8,18038869,POINT (73.80534566900009 18.482200003000045),,,50,7,4,Healthy,,Private,Sr 144 Warje,Canal  Road,18.4822,73.80534567,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021478,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-db7,18038870,POINT (73.80533594600006 18.482259148000008),,,78,8,5,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48225915,73.80533595,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021479,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-db6,18038871,POINT (73.80527023200005 18.482296034000044),,,98,7,6,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48229603,73.80527023,TRUE,Mechanically cut,N/A,30,Ficus benjamina L.,4021480,Benjamin Fig,Chota Nadruk,Ornamental,Throughout year,Throughout year,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-db5,18038872,POINT (73.80526520300002 18.482331649000045),,,60,7,5,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48233165,73.8052652,TRUE,Mechanically cut,N/A,30,Alstonia scholaris (Linn.)R.Br.,4021481,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-db4,18038873,POINT (73.80521524700002 18.482374576000023),,,60,6,4,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48237458,73.80521525,TRUE,Mechanically cut,N/A,30,Alstonia scholaris (Linn.)R.Br.,4021482,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-db3,18038874,POINT (73.80517568400003 18.48243817300003),,,100,7,6,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48243817,73.80517568,TRUE,Mechanically cut,N/A,30,Ficus religiosa Linn.,4021483,Pipal,Pimpal,Medicinal,Seasonal,April-August,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-db2,18038875,POINT (73.83018091300004 18.56187284500002),,,120,6,5,Healthy,,On Road,Near  Ambedkar Chowk,Aundh Road Bopodi,18.56187284,73.83018091,TRUE,Mechanically cut,N/A,7,Albizia saman (Jacq.) Merr.,4021484,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,7,FALSE
trees_display.fid--1672c0a_16c6758e284_-db1,18038876,POINT (73.80512639900007 18.482496682000008),,,80,7,5,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48249668,73.8051264,TRUE,Mechanically cut,N/A,30,Alstonia scholaris (Linn.)R.Br.,4021485,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-db0,18038877,POINT (73.80498860000006 18.482666166000048),,,65,7,4,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48266617,73.8049886,FALSE,Mechanically cut,N/A,30,Leucaena leucocephala (Lamk.)De.wit.,4021487,Subabul,Subabul,Timber wood,Seasonal,July-January,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-daf,18038878,POINT (73.80503855600006 18.482639456000054),,,90,8,5,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48263946,73.80503856,TRUE,Mechanically cut,N/A,30,Leucaena leucocephala (Lamk.)De.wit.,4021486,Subabul,Subabul,Timber wood,Seasonal,July-January,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dae,18038879,POINT (73.80496613700006 18.48269160500006),,,68,6,4,Healthy,,Private,Sr 144 Warje,Canal  Road,18.4826916,73.80496614,FALSE,Mechanically cut,N/A,30,Leucaena leucocephala (Lamk.)De.wit.,4021488,Subabul,Subabul,Timber wood,Seasonal,July-January,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dad,18038880,POINT (73.80495205500006 18.48270146200001),,,50,7,6,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48270146,73.80495206,TRUE,Mechanically cut,N/A,30,Alstonia scholaris (Linn.)R.Br.,4021489,Saptaparni,Saptaparni,Medicinal,Seasonal,December-March,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dac,18038881,POINT (73.80498223000005 18.482781594000073),,,70,7,5,Healthy,,Private,Sr 144 Warje,Canal  Road,18.48278159,73.80498223,TRUE,Mechanically cut,N/A,30,Spathodea campanulata Beauv.,4021490,Fountain Tree,Pichkari,Ornamental,Seasonal,December-April,30,FALSE
trees_display.fid--1672c0a_16c6758e284_-dab,18038882,POINT (73.90020232600006 18.511644636000028),,,16,4,2,Healthy,,Public,N/A,Bt Kavade Road,18.51164464,73.90020233,TRUE,Mechanically cut,N/A,41,Holoptelia integrifolia (Roxb.) Planch,4021647,Indian Elm,Vavla,Timber wood,Seasonal,December-May,41,FALSE
